ステーション名,住所,クラス,車種,コメント
タイムズ能見台駅前第２,神奈川県横浜市金沢区能見台通17,ベーシック,ノート e-POWER,ジュニアシートなし
タイムズ金沢八景第３,神奈川県横浜市金沢区瀬戸10,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ金沢八景第３,神奈川県横浜市金沢区瀬戸10,ミドル,シエンタ（ハイブリッド）,ジュニアシートなし
タイムズ金沢八景駅前第２,神奈川県横浜市金沢区瀬戸17,ベーシック,MAZDA2,DJ型（2019年-2023年）
タイムズ金沢八景駅前第２,神奈川県横浜市金沢区瀬戸17,ベーシック,ノート e-POWER,
タイムズ金沢八景駅前第２,神奈川県横浜市金沢区瀬戸17,ミドル,C-HR（ハイブリッド）,
タイムズ金沢文庫,神奈川県横浜市金沢区釜利谷東2-13,ベーシック,ノート,
タイムズ金沢文庫,神奈川県横浜市金沢区釜利谷東2-13,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ金沢文庫,神奈川県横浜市金沢区釜利谷東2-13,ミドル,フリード,
タイムズ金沢文庫第２,神奈川県横浜市金沢区寺前1-1,ベーシック,ソリオ,
タイムズ金沢文庫第２,神奈川県横浜市金沢区寺前1-1,ベーシック,ノート e-POWER,
タイムズ金沢文庫第３,神奈川県横浜市金沢区釜利谷東2-18,ベーシック,ノート e-POWER,ジュニアシートなし
タイムズ金沢文庫第３,神奈川県横浜市金沢区釜利谷東2-18,ベーシック,ルーミー 1000,
タイムズ金沢文庫第４,神奈川県横浜市金沢区釜利谷東2-18,ベーシック,ソリオ,ジュニアシートなし
タイムズ金沢文庫第４,神奈川県横浜市金沢区釜利谷東2-18,ベーシック,フィット,
タイムズ金沢文庫第４,神奈川県横浜市金沢区釜利谷東2-18,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ金沢文庫第６,神奈川県横浜市金沢区釜利谷東2-18,ベーシック,アクア（ハイブリッド）,NHP10型（2011年-2021年）
タイムズ金沢文庫第６,神奈川県横浜市金沢区釜利谷東2-18,ベーシック,ノート e-POWER,
タイムズ金沢文庫第６,神奈川県横浜市金沢区釜利谷東2-18,ベーシック,ルーミー 1000,
タイムズ金沢文庫第６,神奈川県横浜市金沢区釜利谷東2-18,プレミアム,ノア（ハイブリッド）,車両のトラブル、事故、無断延長などでご利用いただけない場合、同一車種での代替車両がご提供できません。あらかじめご了承ください。ジュニアシートなし
タイムズ金沢文庫第８,神奈川県横浜市金沢区谷津町135,ベーシック,MAZDA2,DJ型（2019年-2023年）
タイムズ金沢文庫第８,神奈川県横浜市金沢区谷津町135,ベーシック,MAZDA3 5HB 1500,
タイムズ金沢文庫第８,神奈川県横浜市金沢区谷津町135,ミドル,シエンタ（ハイブリッド）,
タイムズ金沢文庫第８,神奈川県横浜市金沢区谷津町135,ミドル,CX-30 2000（M-ハイブリッド）,
タイムズ釜利谷南,神奈川県横浜市金沢区釜利谷南1-3,ベーシック,MAZDA2,DJ型（2019年-2023年）
タイムズ釜利谷南,神奈川県横浜市金沢区釜利谷南1-3,ミドル,シエンタ（ハイブリッド）,
タイムズ釜利谷東６丁目,神奈川県横浜市金沢区釜利谷東6-4,ベーシック,ノート,
タウンシップ金沢文庫,神奈川県横浜市金沢区寺前2-26,ベーシック,ライズ（ハイブリッド）,
ビーコンヒル能見台サウスヒル西,神奈川県横浜市金沢区能見台東１１,ベーシック,アクア（ハイブリッド）,
ビーコンヒル能見台サウスヒル西,神奈川県横浜市金沢区能見台東１１,ベーシック,ノート e-POWER,
ビーコンヒル能見台サウスヒル西,神奈川県横浜市金沢区能見台東１１,ベーシック,フィット,
プライム新杉田,神奈川県横浜市金沢区富岡東1-2,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
マンスリー金沢八景第５,神奈川県横浜市金沢区瀬戸8,ベーシック,MAZDA2,ジュニアシートなし
マンスリー金沢八景第５,神奈川県横浜市金沢区瀬戸8,ベーシック,ノート e-POWER,ジュニアシートなし
マンスリー金沢八景第５,神奈川県横浜市金沢区瀬戸8,ベーシック,フィット（ハイブリッド）,ジュニアシートなし
マンスリー金沢八景第５,神奈川県横浜市金沢区瀬戸8,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
マンスリー金沢八景第５,神奈川県横浜市金沢区瀬戸8,ミドル,フリード,
京急金沢八景駅北,神奈川県横浜市金沢区泥亀1-25,ベーシック,アクア（ハイブリッド）,ジュニアシートなし
京急金沢八景駅北,神奈川県横浜市金沢区泥亀1-25,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
京急金沢八景駅北,神奈川県横浜市金沢区泥亀1-25,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
京急金沢八景駅北,神奈川県横浜市金沢区泥亀1-25,ベーシック,ヤリスクロス（ハイブリッド）,
京急金沢八景駅北,神奈川県横浜市金沢区泥亀1-25,ミドル,シエンタ,NSP170G型/NCP175G型（2015年-2022年）
京急金沢八景駅北,神奈川県横浜市金沢区泥亀1-25,ミドル,シエンタ（ハイブリッド）,
京急金沢八景駅北,神奈川県横浜市金沢区泥亀1-25,ミドル,C-HR（ハイブリッド）,
六浦南２丁目月極,神奈川県横浜市金沢区六浦南2-5,ベーシック,フィット,
六浦東２丁目駐車場,神奈川県横浜市金沢区六浦東2-22,ベーシック,アクア（ハイブリッド）,
六浦１丁目駐車場,神奈川県横浜市金沢区六浦1-25,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
六浦１丁目駐車場,神奈川県横浜市金沢区六浦1-25,ベーシック,MAZDA3 5HB 1500,
六浦４丁目月極,神奈川県横浜市金沢区六浦4-23,ベーシック,MAZDA2,DJ型（2019年-2023年）
六浦４丁目月極,神奈川県横浜市金沢区六浦4-23,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
六浦４丁目金井駐車場,神奈川県横浜市金沢区六浦4-5,ベーシック,MAZDA2,DJ型（2019年-2023年）
六浦４丁目金井駐車場,神奈川県横浜市金沢区六浦4-5,ベーシック,アクア（ハイブリッド）,
六浦４丁目金井駐車場,神奈川県横浜市金沢区六浦4-5,ベーシック,ノート e-POWER,
六浦４丁目金井駐車場,神奈川県横浜市金沢区六浦4-5,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
六浦４丁目金井駐車場,神奈川県横浜市金沢区六浦4-5,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
富岡東５丁目月極,神奈川県横浜市金沢区富岡東5-17,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
富岡東５丁目月極,神奈川県横浜市金沢区富岡東5-17,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
富岡東５丁目月極,神奈川県横浜市金沢区富岡東5-17,ベーシック,ライズ,A200A型（2019年-2021年）
富岡町５丁目北月極,神奈川県横浜市金沢区富岡東5-8,ベーシック,フィット,
富岡町５丁目北月極,神奈川県横浜市金沢区富岡東5-8,ベーシック,フィット（ハイブリッド）,ジュニアシートなし
平潟廣瀬パーキング,神奈川県横浜市金沢区平潟町22,ベーシック,ハスラー,ジュニアシートなし
平潟廣瀬パーキング,神奈川県横浜市金沢区平潟町22,ベーシック,ワゴンRスマイル 660,ジュニアシートなし
横浜なみきリハビリテーション病院ゲート外,神奈川県横浜市金沢区並木2-8,ベーシック,ヤリス（ハイブリッド）,ジュニアシートなし
金沢八景ステーションベイフロント,神奈川県横浜市金沢区瀬戸17,ベーシック,アクア（ハイブリッド）,
金沢八景駅南,神奈川県横浜市金沢区瀬戸11,ベーシック,アクア（ハイブリッド）,ジュニアシートなし
金沢八景駅南,神奈川県横浜市金沢区瀬戸11,ベーシック,オーラ e-POWER,ジュニアシートなし
金沢八景駅南,神奈川県横浜市金沢区瀬戸11,ミドル,シエンタ,NSP170G型/NCP175G型（2015年-2022年）
金沢区町屋町パーキング,神奈川県横浜市金沢区町屋町34,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
金沢区谷津町月極,神奈川県横浜市金沢区谷津町416,ベーシック,ノート e-POWER,
金沢文庫駅前第３月極,神奈川県横浜市金沢区谷津町352,ミドル,シエンタ,NSP170G型/NCP175G型（2015年-2022年） ジュニアシートなし
金沢文庫駅前第３月極,神奈川県横浜市金沢区谷津町352,ミドル,C-HR（ハイブリッド）,ジュニアシートなし
金沢文庫駅東,神奈川県横浜市金沢区谷津町148,ベーシック,アクア（ハイブリッド）,
金沢文庫駅東,神奈川県横浜市金沢区谷津町148,ベーシック,ヤリス（ハイブリッド）,
釜利谷南２丁目白山道駐車場,神奈川県横浜市金沢区釜利谷南2-2,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
釜利谷東ローレルイシザキ,神奈川県横浜市金沢区釜利谷東3-44,ベーシック,ノート e-POWER,
釜利谷東ローレルイシザキ２,神奈川県横浜市金沢区釜利谷東3-44,ベーシック,ノート e-POWER,
釜利谷東ローレルイシザキ２,神奈川県横浜市金沢区釜利谷東3-44,ベーシック,ノート e-POWER,
釜利谷東３丁目ユサパーキング,神奈川県横浜市金沢区釜利谷東3-6,ベーシック,フィット（ハイブリッド）,ジュニアシートなし
ＵＲビーコンヒル能見台イースト,神奈川県横浜市金沢区能見台東1,ベーシック,ワゴンRスマイル 660,
ＵＲビーコンヒル能見台イースト,神奈川県横浜市金沢区能見台東1,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
ＵＲビーコンヒル能見台サウスヒル,神奈川県横浜市金沢区能見台東11,ベーシック,アクア（ハイブリッド）,
ＵＲビーコンヒル能見台サウスヒル,神奈川県横浜市金沢区能見台東11,ベーシック,フィット（ハイブリッド）,
ＵＲビーコンヒル能見台サウスヒル,神奈川県横浜市金沢区能見台東11,ミドル,フリード,
ＵＲ金沢シーサイドタウン並木一丁目,神奈川県横浜市金沢区並木1-23,ベーシック,ノート e-POWER,
ＵＲ金沢シーサイドタウン並木一丁目,神奈川県横浜市金沢区並木1-23,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
ＵＲ金沢シーサイドタウン並木二丁目,神奈川県横浜市金沢区並木2,ベーシック,ハスラー,
ＵＲ金沢シーサイドタウン並木二丁目,神奈川県横浜市金沢区並木2,ベーシック,アクア（ハイブリッド）,
ＵＲ金沢シーサイドタウン並木二丁目,神奈川県横浜市金沢区並木2,ベーシック,ヤリスクロス（ハイブリッド）,ジュニアシートなし
クラモ日吉Ｂ棟,神奈川県横浜市港北区綱島西6-23,ベーシック,ソリオ,
サンべレオ大倉山,神奈川県横浜市港北区大倉山2-7,ベーシック,MAZDA2,DJ型（2019年-2023年） ジュニアシートなし
サンジョヴェーゼ日吉駐車場,神奈川県横浜市港北区下田町1-24,ベーシック,フィット,
サンジョヴェーゼ日吉駐車場,神奈川県横浜市港北区下田町1-24,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
サンジョヴェーゼ日吉駐車場,神奈川県横浜市港北区下田町1-24,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
サンジョヴェーゼ日吉駐車場,神奈川県横浜市港北区下田町1-24,ミドル,シエンタ,NSP170G型/NCP175G型（2015年-2022年）
サンライズハイム並木,神奈川県横浜市港北区新羽町 1837,ベーシック,アクア（ハイブリッド）,
シャンテＫ駐車場,神奈川県横浜市港北区新吉田東6-1,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
ソレイユガーデン,神奈川県横浜市港北区新吉田東5-55,ベーシック,フィット,
タイムズアオキ綱島東店,神奈川県横浜市港北区綱島東2-6,ベーシック,ワゴンRスマイル 660,
タイムズアスリエ大倉山第１,神奈川県横浜市港北区大倉山2-7,ミドル,フリード,
タイムズサンヴァリエ日吉前第３,神奈川県横浜市港北区下田町5-1,ベーシック,MAZDA2,DJ型（2019年-2023年）
タイムズサンヴァリエ日吉前第３,神奈川県横浜市港北区下田町5-1,ミドル,シエンタ,NSP170G型/NCP175G型（2015年-2022年）
タイムズパティオワン,神奈川県横浜市港北区新羽町1634,ベーシック,MAZDA2,DJ型（2019年-2023年）
タイムズパティオワン,神奈川県横浜市港北区新羽町1634,ベーシック,MAZDA2,DJ型（2019年-2023年）
タイムズパティオワン,神奈川県横浜市港北区新羽町1634,ベーシック,アクア（ハイブリッド）,
タイムズパティオワン,神奈川県横浜市港北区新羽町1634,ベーシック,スイフト,
タイムズパティオワン,神奈川県横浜市港北区新羽町1634,ベーシック,ノート e-POWER,
タイムズパティオワン,神奈川県横浜市港北区新羽町1634,ベーシック,ヤリス（ハイブリッド）,
タイムズルームズ大正堂新横浜店,神奈川県横浜市港北区大豆戸町648,ベーシック,アクア（ハイブリッド）,ジュニアシートなし
タイムズ下田町,神奈川県横浜市港北区下田町4-7,ベーシック,ソリオ,
タイムズ下田町,神奈川県横浜市港北区下田町4-7,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ北新横浜第２,神奈川県横浜市港北区新羽町652,ベーシック,アクア（ハイブリッド）,
タイムズ北新横浜第２,神奈川県横浜市港北区新羽町652,ベーシック,ソリオ,
タイムズ大倉山第３,神奈川県横浜市港北区大倉山1-12,ベーシック,ライズ,A200A型（2019年-2021年） ジュニアシートなし
タイムズ大倉山２丁目,神奈川県横浜市港北区大倉山2-21,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年） ジュニアシートなし
タイムズ大倉山２丁目,神奈川県横浜市港北区大倉山2-21,ベーシック,ヤリスクロス（ハイブリッド）,
タイムズ大倉山３丁目,神奈川県横浜市港北区大倉山3-63,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ大倉山３丁目第２,神奈川県横浜市港北区大倉山3-63,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ大倉山４丁目第３,神奈川県横浜市港北区大倉山4-18,ベーシック,MAZDA3 5HB 1500,
タイムズ大倉山４丁目第４,神奈川県横浜市港北区大倉山4-27,ベーシック,ルークス,
タイムズ大豆戸交差点前,神奈川県横浜市港北区大倉山1-23,ベーシック,MAZDA2,DJ型（2019年-2023年）
タイムズ大豆戸交差点前,神奈川県横浜市港北区大倉山1-23,ベーシック,ソリオ,
タイムズ大豆戸交差点前,神奈川県横浜市港北区大倉山1-23,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ大豆戸町,神奈川県横浜市港北区大豆戸町852,ベーシック,アクア（ハイブリッド）,
タイムズ大豆戸町,神奈川県横浜市港北区大豆戸町852,ベーシック,ヤリスクロス（ハイブリッド）,
タイムズ大豆戸町,神奈川県横浜市港北区大豆戸町852,ベーシック,ヤリスクロス（ハイブリッド）,
タイムズ大豆戸町,神奈川県横浜市港北区大豆戸町852,ミドル,シエンタ（ハイブリッド）,
タイムズ大豆戸町,神奈川県横浜市港北区大豆戸町852,ミドル,シエンタ（ハイブリッド）,
タイムズ大豆戸町,神奈川県横浜市港北区大豆戸町852,プレミアム,ノア（ハイブリッド）,車両のトラブル、事故、無断延長などでご利用いただけない場合、同一車種での代替車両がご提供できません。あらかじめご了承ください。
タイムズ大豆戸町第２,神奈川県横浜市港北区大豆戸町874,ベーシック,ライズ（ハイブリッド）,
タイムズ太尾町,神奈川県横浜市港北区大倉山3-2,ベーシック,ルークス,
タイムズ太尾町第３,神奈川県横浜市港北区大倉山3-61,ベーシック,ウェイク,
タイムズ太尾町第３,神奈川県横浜市港北区大倉山3-61,ベーシック,ライズ,A200A型（2019年-2021年）
タイムズ太尾町第３,神奈川県横浜市港北区大倉山3-61,ミドル,CX-30 2000,
タイムズ妙蓮寺駅前第４,神奈川県横浜市港北区菊名2-13,ミドル,フリード,
タイムズ妙蓮寺駅前第４,神奈川県横浜市港北区菊名2-13,ミドル,CX-30 2000,
タイムズ妙蓮寺駅前第４,神奈川県横浜市港北区菊名2-13,プレミアム,セレナ,C27型/GNC27型（2016年-2022年） 車両のトラブル、事故、無断延長などでご利用いただけない場合、同一車種での代替車両がご提供できません。あらかじめご了承ください。ジュニアシートなし
タイムズ妙蓮寺駅前第４,神奈川県横浜市港北区菊名2-13,プレミアム,セレナ,C27型/GNC27型（2016年-2022年） 車両のトラブル、事故、無断延長などでご利用いただけない場合、同一車種での代替車両がご提供できません。あらかじめご了承ください。
タイムズ妙蓮寺駅前第４,神奈川県横浜市港北区菊名2-13,プレミアム,ノア（ハイブリッド）,車両のトラブル、事故、無断延長などでご利用いただけない場合、同一車種での代替車両がご提供できません。あらかじめご了承ください。
タイムズ新吉田東,神奈川県横浜市港北区新吉田東5-73,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ新吉田東,神奈川県横浜市港北区新吉田東5-73,ベーシック,ヤリスクロス（ハイブリッド）,
タイムズ新吉田東第２,神奈川県横浜市港北区新吉田東5-65,ベーシック,アクア（ハイブリッド）,NHP10型（2011年-2021年）
タイムズ新吉田東第２,神奈川県横浜市港北区新吉田東5-65,ベーシック,ノート e-POWER,
タイムズ新吉田東第２,神奈川県横浜市港北区新吉田東5-65,ベーシック,ヤリスクロス（ハイブリッド）,
タイムズ新吉田東８丁目,神奈川県横浜市港北区新吉田東8-22,ベーシック,オーラ e-POWER,
タイムズ新横浜南口第２,神奈川県横浜市港北区篠原町3014,ベーシック,アクア（ハイブリッド）,
タイムズ新横浜南口第２,神奈川県横浜市港北区篠原町3014,ベーシック,アクア（ハイブリッド）,
タイムズ新横浜南口第２,神奈川県横浜市港北区篠原町3014,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ新横浜南口第２,神奈川県横浜市港北区篠原町3014,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ新横浜南口第２,神奈川県横浜市港北区篠原町3014,ベーシック,ヤリスクロス（ハイブリッド）,
タイムズ新横浜南口第３,神奈川県横浜市港北区篠原町2841,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ新横浜南口第３,神奈川県横浜市港北区篠原町2841,ベーシック,ヤリスクロス（ハイブリッド）,
タイムズ新横浜南口第６,神奈川県横浜市港北区大豆戸町 1177,ベーシック,MAZDA2,ジュニアシートなし
タイムズ新横浜南口第６,神奈川県横浜市港北区大豆戸町 1177,ベーシック,アクア（ハイブリッド）,
タイムズ新横浜南口第６,神奈川県横浜市港北区大豆戸町 1177,ベーシック,スイフト,
タイムズ新横浜南口第６,神奈川県横浜市港北区大豆戸町 1177,ベーシック,ノート e-POWER,ジュニアシートなし
タイムズ新横浜南口第６,神奈川県横浜市港北区大豆戸町 1177,ベーシック,フィット（ハイブリッド）,ジュニアシートなし
タイムズ新横浜南口第６,神奈川県横浜市港北区大豆戸町 1177,ベーシック,フィット（ハイブリッド）,ジュニアシートなし
タイムズ新横浜南口第６,神奈川県横浜市港北区大豆戸町 1177,ベーシック,ヤリス（ハイブリッド）,
タイムズ新横浜南口第６,神奈川県横浜市港北区大豆戸町 1177,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ新横浜第１０,神奈川県横浜市港北区新横浜2-6,ベーシック,ワゴンRスマイル 660,
タイムズ新横浜第１０,神奈川県横浜市港北区新横浜2-6,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ新横浜第１２,神奈川県横浜市港北区新横浜2-14,ベーシック,アクア（ハイブリッド）,
タイムズ新横浜第１２,神奈川県横浜市港北区新横浜2-14,ベーシック,アクア（ハイブリッド）,
タイムズ新横浜第１２,神奈川県横浜市港北区新横浜2-14,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ新横浜第１２,神奈川県横浜市港北区新横浜2-14,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ新横浜第１２（ＥＶ）,神奈川県横浜市港北区新横浜2-14,ベーシック,サクラ,ジュニアシートなし
タイムズ新横浜第２２,神奈川県横浜市港北区新横浜2-2,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ新横浜第２５,神奈川県横浜市港北区新横浜2-6,ベーシック,ウェイク,
タイムズ新横浜第２７,神奈川県横浜市港北区新横浜2-8,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ新横浜第２７,神奈川県横浜市港北区新横浜2-8,ミドル,シエンタ（ハイブリッド）,
タイムズ新横浜第３,神奈川県横浜市港北区新横浜3-23,ベーシック,ウェイク,
タイムズ新横浜第３,神奈川県横浜市港北区新横浜3-23,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ新横浜第３,神奈川県横浜市港北区新横浜3-23,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ新横浜第３１,神奈川県横浜市港北区新横浜2-5,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ新横浜第３１,神奈川県横浜市港北区新横浜2-5,ベーシック,ライズ,A200A型（2019年-2021年）
タイムズ新横浜第３２,神奈川県横浜市港北区新横浜3-21,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ新横浜第３２,神奈川県横浜市港北区新横浜3-21,ベーシック,MAZDA3 5HB 1500,
タイムズ新横浜第３２,神奈川県横浜市港北区新横浜3-21,ベーシック,ヤリスクロス（ハイブリッド）,
タイムズ新横浜第３６,神奈川県横浜市港北区新横浜2-15,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ新横浜第３７,神奈川県横浜市港北区新横浜3-21,ベーシック,ハスラー,ジュニアシートなし
タイムズ新横浜第３７,神奈川県横浜市港北区新横浜3-21,ベーシック,MAZDA3 5HB 1500,
タイムズ新横浜第３８,神奈川県横浜市港北区新横浜3-8,ベーシック,ノート e-POWER,
タイムズ新横浜第６,神奈川県横浜市港北区新横浜3-16,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ新横浜１丁目第３,神奈川県横浜市港北区新横浜1-1,ベーシック,アクア（ハイブリッド）,
タイムズ新横浜１丁目第３,神奈川県横浜市港北区新横浜1-1,ベーシック,フィット,
タイムズ新横浜１丁目第３,神奈川県横浜市港北区新横浜1-1,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ新横浜１丁目第３,神奈川県横浜市港北区新横浜1-1,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ新横浜１丁目第７,神奈川県横浜市港北区新横浜1-27,ベーシック,ノート e-POWER,
タイムズ新横浜１丁目第７,神奈川県横浜市港北区新横浜1-27,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ新横浜１丁目第７,神奈川県横浜市港北区新横浜1-27,ベーシック,ライズ,A200A型（2019年-2021年）
タイムズ新横浜１丁目第７,神奈川県横浜市港北区新横浜1-27,ミドル,C-HR（ハイブリッド）,
タイムズ新横浜１丁目第９,神奈川県横浜市港北区新横浜1-5,ベーシック,ノート e-POWER,
タイムズ新羽町第４,神奈川県横浜市港北区新羽町1659,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ日吉,神奈川県横浜市港北区日吉2-9,ベーシック,ソリオ,
タイムズ日吉本町,神奈川県横浜市港北区日吉本町1-25,ベーシック,MAZDA2,DJ型（2019年-2023年） ジュニアシートなし
タイムズ日吉本町,神奈川県横浜市港北区日吉本町1-25,ベーシック,ソリオ,
タイムズ日吉本町,神奈川県横浜市港北区日吉本町1-25,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ日吉本町第２,神奈川県横浜市港北区日吉本町1-25,ベーシック,ヤリス（ハイブリッド）,
タイムズ日吉本町１丁目第２,神奈川県横浜市港北区日吉本町1-38,ベーシック,ソリオ,
タイムズ日吉本町１丁目第２,神奈川県横浜市港北区日吉本町1-38,ベーシック,ノート e-POWER,
タイムズ日吉本町１丁目第２,神奈川県横浜市港北区日吉本町1-38,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ日吉本町１丁目第２,神奈川県横浜市港北区日吉本町1-38,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ日吉本町１丁目第２,神奈川県横浜市港北区日吉本町1-38,ミドル,シエンタ（ハイブリッド）,
タイムズ日吉本町１丁目第２,神奈川県横浜市港北区日吉本町1-38,ミドル,フリード,
タイムズ日吉本町３丁目,神奈川県横浜市港北区日吉本町3-21,ベーシック,MAZDA2,DJ型（2019年-2023年）
タイムズ日吉本町３丁目,神奈川県横浜市港北区日吉本町3-21,ベーシック,アクア（ハイブリッド）,NHP10型（2011年-2021年） ジュニアシートなし
タイムズ日吉本町３丁目,神奈川県横浜市港北区日吉本町3-21,ベーシック,スイフト(ハイブリッド/1200cc),
タイムズ日吉本町３丁目,神奈川県横浜市港北区日吉本町3-21,ベーシック,ノート e-POWER,
タイムズ日吉本町３丁目,神奈川県横浜市港北区日吉本町3-21,ベーシック,フィット,
タイムズ日吉６丁目第２,神奈川県横浜市港北区日吉6-11,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ日吉７丁目第３,神奈川県横浜市港北区日吉7-19,ベーシック,MAZDA2,DJ型（2019年-2023年）
タイムズ日吉７丁目第３,神奈川県横浜市港北区日吉7-19,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ日吉７丁目第３,神奈川県横浜市港北区日吉7-19,ミドル,フリード,
タイムズ港北箕輪町,神奈川県横浜市港北区箕輪町2-13,ベーシック,アクア（ハイブリッド）,NHP10型（2011年-2021年）
タイムズ港北箕輪町,神奈川県横浜市港北区箕輪町2-13,ベーシック,アクア（ハイブリッド）,NHP10型（2011年-2021年）
タイムズ港北箕輪町,神奈川県横浜市港北区箕輪町2-13,ベーシック,オーラ e-POWER,ジュニアシートなし
タイムズ港北箕輪町,神奈川県横浜市港北区箕輪町2-13,ベーシック,ヤリスクロス（ハイブリッド）,
タイムズ港北箕輪町,神奈川県横浜市港北区箕輪町2-13,ミドル,シエンタ（ハイブリッド）,
タイムズ箕輪町３丁目第２,神奈川県横浜市港北区箕輪町3-25,ベーシック,ハスラー,
タイムズ篠原台町,神奈川県横浜市港北区篠原台町17,ベーシック,ソリオ,
タイムズ篠原東,神奈川県横浜市港北区篠原東1-11,ベーシック,MAZDA2,DJ型（2019年-2023年）
タイムズ篠原東,神奈川県横浜市港北区篠原東1-11,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ篠原町,神奈川県横浜市港北区篠原町1075,ベーシック,スイフト,
タイムズ篠原町,神奈川県横浜市港北区篠原町1075,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ篠原西町公園,神奈川県横浜市港北区篠原西町35,ベーシック,ソリオ,
タイムズ篠原西町公園,神奈川県横浜市港北区篠原西町35,ベーシック,ノート e-POWER,
